Gene1,Gene2,Score
RELA,CRAMP1L,150
RELA,PPARG,104
RELA,OSBPL9,152
RELA,9930111J21RIK2,139
RELA,ZNHIT1,137
RELA,PLOD3,137
RELA,RNASE10,293
RELA,GLRX5,379
RELA,ERICH2,125
RELA,DDX49,110
RELA,COPE,110
RELA,FLAD1,326
RELA,ZFP759,177
RELA,ZBP1,146
RELA,SUPT16,114
RELA,GBP4,293
RELA,COQ7,207
RELA,SLC39A3,162
RELA,RFX1,230
RELA,KANSL2,190
RELA,PDZK1IP1,165
RELA,BCAS3,203
RELA,TRIM12A,226
RELA,UBA5,132
RELA,ACAD11,132
RELA,TMEM94,238
RELA,ILF2,124
RELA,CNNM3,157
RELA,ANP32E,144
RELA,CCL6,108
RELA,RADIL,132
RELA,NLK,124
RELA,EIF2AK3,190
RELA,PDCL,101
RELA,RNF5,293
RELA,WDR75,112
RELA,RBM27,173
RELA,LGI4,132
RELA,TLR13,116
RELA,PAIP2B,331
RELA,ARRDC4,565
RELA,TOP2A,207
RELA,TOM1,156
RELA,ZFP687,190
RELA,PPP6R3,141
RELA,OAS1A,129
RELA,ZFP458,113
RELA,EPS8L3,109
RELA,SKA2,324
RELA,PRR11,324
RELA,MED24,139
RELA,RECQL,257
RELA,GOLT1B,257
RELA,TEPSIN,729
RELA,NDUFAF8,729
RELA,DNM2,196
RELA,CDC25C,128
RELA,TIMM9,167
RELA,2700049A03RIK,167
RELA,F9,111
RELA,MARCO,396
RELA,CEP41,192
RELA,ZFP689,323
RELA,CNOT3,212
RELA,SYVN1,202
RELA,TCERG1,158
RELA,ISOC2B,179
RELA,ATP5B,898
RELA,SP2,446
RELA,HIST1H2BF,277
RELA,HIST1H2AD,277
RELA,UBE2C,341
RELA,CWC27,131
RELA,SEPHS2,179
RELA,COMMD2,105
RELA,HAMP,263
RELA,NDUFB3,155
RELA,FAM126B,155
RELA,ADCK1,107
RELA,SLC46A3,255
RELA,CLUAP1,103
RELA,1700037C18RIK,103
RELA,RTTN,161
RELA,ZFP961,138
RELA,CGNL1,143
RELA,ANKRD54,209
RELA,GSTM6,113
RELA,TMEM218,228
RELA,AKAP8L,118
RELA,ZFP407,105
RELA,TMX2,149
RELA,MED19,149
RELA,GABBR1,143
RELA,ZMPSTE24,109
RELA,SUPT7L,107
RELA,SLC4A1AP,107
RELA,ABHD2,178
RELA,KLRK1,124
RELA,IVD,106
RELA,TDRKH,158
RELA,TOM1L2,108
RELA,DRC3,108
RELA,FAAP24,117
RELA,CEP89,117
RELA,SLFN1,320
RELA,AP3M2,220
RELA,IL1F6,253
RELA,IFFO1,184
RELA,ASB11,139
RELA,PANX3,303
RELA,ANP32A,187
RELA,IL1F9,118
RELA,ABHD16B,187
RELA,UNG,139
RELA,CCL17,256
RELA,ELAVL4,107
RELA,TEX48,325
RELA,OLFR175-PS1,223
RELA,FGF23,158
RELB,TMEM267,175
RELB,ZFP809,175
RELB,OASL1,171
RELB,TEX48,170
RELB,EHD1,148
RELB,IFT57,123
RUNX1,TELO2,166
RUNX1,CKAP2L,186
RUNX1,CFP,140
RUNX1,ICAM4,122
RUNX3,COPG1,611
RUNX3,ISCA1,502
RUNX3,SHISA5,230
RUNX3,CALM2,425
RUNX3,RUNX3,629
RUNX3,RUNX1,576
RUNX3,ZFP607B,460
RUNX3,CREB1,405
RUNX3,GPN2,567
RUNX3,CCDC114,666
RUNX3,DDX21,408
RUNX3,PSMD7,313
RUNX3,SUCLG1,359
RUNX3,RAF1,744
RUNX3,AI467606,313
RUNX3,BRPF1,681
RUNX3,ADNP,340
RUNX3,NUB1,454
RUNX3,E4F1,604
RUNX3,EIF3G,431
RUNX3,NUP54,298
RUNX3,CSNK1G2,466
RUNX3,ZFP963,398
RUNX3,NOP2,346
RUNX3,ALKBH7,404
RUNX3,ORC5,312
RUNX3,SPHK2,198
RUNX3,RPL18,198
RUNX3,USP36,519
RUNX3,MSH6,311
RUNX3,RAB8A,235
RUNX3,CENPW,257
RUNX3,CEP350,333
RUNX3,ABCF1,343
RUNX3,ARPC3,447
RUNX3,YWHAG,342
RUNX3,BIRC2,427
RUNX3,PTPN22,233
RUNX3,MTMR4,372
RUNX3,SRP68,322
RUNX3,STK25,415
RUNX3,CALU,258
RUNX3,ARHGAP30,335
RUNX3,SLBP,182
RUNX3,PCNP,273
RUNX3,RWDD1,365
RUNX3,MANF,273
RUNX3,UBE2F,295
RUNX3,PRKAG1,323
RUNX3,NT5DC3,323
RUNX3,STK32C,353
RUNX3,LRRC27,353
RUNX3,IL12RB2,262
RUNX3,MIEF2,477
RUNX3,ACSS2,419
RUNX3,CRELD2,461
RUNX3,ALG12,461
RUNX3,MRPL45,302
RUNX3,PRPF3,252
RUNX3,OTUD6B,523
RUNX3,WDR13,268
RUNX3,RPL22,437
RUNX3,MED7,232
RUNX3,DOCK10,285
RUNX3,UNK,274
RUNX3,PIKFYVE,320
RUNX3,IDH1,320
RUNX3,NDUFS7,412
RUNX3,ZFP512,378
RUNX3,PRPF40A,136
RUNX3,ARL6IP6,136
RUNX3,SETX,406
RUNX3,MAGOH,259
RUNX3,CLPTM1,340
RUNX3,ARMC7,396
RUNX3,ALDH3A2,362
RUNX3,PRPF4B,290
RUNX3,USP20,388
RUNX3,BC005624,388
RUNX3,FAM53A,346
RUNX3,BARD1,396
RUNX3,STRN,314
RUNX3,NKTR,243
RUNX3,TSPYL4,261
RUNX3,UBN1,239
RUNX3,GLYR1,239
RUNX3,TSC22D2,764
RUNX3,NFKB2,367
RUNX3,PPM1G,298
RUNX3,ZBTB9,314
RUNX3,RNASET2B,195
RUNX3,GOLGA7,428
RUNX3,RPS12,307
RUNX3,SAMM50,298
RUNX3,EFCAB14,276
RUNX3,PTBP1,420
RUNX3,ARL6IP5,394
RUNX3,FAM45A,221
RUNX3,ZFP91,321
RUNX3,LPXN,321
RUNX3,CERCAM,305
RUNX3,LNPEP,212
RUNX3,ZFP688,216
RUNX3,SPG7,114
RUNX3,RNASET2A,195
RUNX3,TM9SF4,222
RUNX3,SHARPIN,277
RUNX3,MAF1,277
RUNX3,SUPT6,148
RUNX3,SDF2,148
RUNX3,SZT2,270
RUNX3,MED8,270
RUNX3,TM2D3,229
RUNX3,SMPD1,292
RUNX3,MMADHC,332
RUNX3,ARIH2,364
RUNX3,MYLPF,385
RUNX3,FAF2,163
RUNX3,POLI,311
RUNX3,SOAT2,160
RUNX3,NRD1,372
RUNX3,GTF2A2,229
RUNX3,SELPLG,119
RUNX3,M6PR,311
RUNX3,ARPC2,369
RUNX3,TBC1D10B,385
RUNX3,ERICH1,420
RUNX3,TOP2B,192
RUNX3,DYRK2,163
RUNX3,BIRC5,247
RUNX3,2410015M20RIK,218
RUNX3,RBX1,291
RUNX3,TAF10,287
RUNX3,CLTC,258
RUNX3,AZI2,321
RUNX3,TRIAP1,278
RUNX3,GATC,278
RUNX3,ZFYVE27,234
RUNX3,DMAC2,346
RUNX3,LGALS3,141
RUNX3,PDE8A,284
RUNX3,FYN,211
RUNX3,PPP2R2D,117
RUNX3,PIGW,144
RUNX3,MYO19,144
RUNX3,MAPK1IP1,117
RUNX3,CRNKL1,163
RUNX3,CFAP61,163
RUNX3,SLC25A32,144
RUNX3,DCAF13,144
RUNX3,ARNT,250
RUNX3,CASP8AP2,363
RUNX3,TMEM167B,230
RUNX3,DHRS9,525
RUNX3,KBTBD7,203
RUNX3,FAM104A,183
RUNX3,D11WSU47E,183
RUNX3,PRKAB1,193
RUNX3,SERP1,167
RUNX3,EIF2A,167
RUNX3,UCHL5,213
RUNX3,TROVE2,213
RUNX3,RAPGEF6,407
RUNX3,TMEM59,288
RUNX3,TCEANC2,288
RUNX3,DHRS11,140
RUNX3,LAMTOR5,405
RUNX3,PNPLA7,152
RUNX3,MRPL41,152
RUNX3,PEBP1,197
RUNX3,DDX55,186
RUNX3,SSH2,175
RUNX3,SLC3A2,174
RUNX3,SERTAD3,399
RUNX3,URGCP,125
RUNX3,CYTH2,341
RUNX3,ATG5,226
RUNX3,SARAF,155
RUNX3,ISY1,296
RUNX3,CKS2,211
RUNX3,TMBIM4,163
RUNX3,CCP110,292
RUNX3,HARBI1,353
RUNX3,ATG13,353
RUNX3,SND1,260
RUNX3,MOSPD3,390
RUNX3,GABPB1,253
RUNX3,TNRC6C,136
RUNX3,SRCAP,135
RUNX3,EFCAB2,349
RUNX3,IQGAP3,337
RUNX3,SLC39A13,239
RUNX3,ZGRF1,316
RUNX3,LARP7,316
RUNX3,ZDHHC5,319
RUNX3,METTL23,224
RUNX3,JMJD6,224
RUNX3,PTPN1,221
RUNX3,POLD1,310
RUNX3,IRF3,254
RUNX3,BCL2L12,254
RUNX3,ZFP729A,304
RUNX3,ARHGAP10,183
RUNX3,KHDC4,184
RUNX3,SLC25A23,304
RUNX3,SFXN5,364
RUNX3,MRPL49,318
RUNX3,FAU,318
RUNX3,FLII,449
RUNX3,LYSMD3,127
RUNX3,CCNT1,205
RUNX3,ARMH3,118
RUNX3,KLHL21,205
RUNX3,KDM5A,306
RUNX3,NCBP3,238
RUNX3,ATF7IP,396
RUNX3,DHRSX,289
RUNX3,SRSF11,211
RUNX3,LRRC40,211
RUNX3,B4GALT1,226
RUNX3,CEP152,322
RUNX3,SRSF3,224
RUNX3,METTL26,256
RUNX3,DAZAP2,273
RUNX3,PRKCH,312
RUNX3,ZFP367,374
RUNX3,KIF2C,279
RUNX3,CNNM2,180
RUNX3,TCTEX1D2,462
RUNX3,RAB6A,169
RUNX3,RBFA,256
RUNX3,DLAT,192
RUNX3,KPTN,284
RUNX3,ZFP408,276
RUNX3,TMBIM6,119
RUNX3,ARHGAP1,276
RUNX3,NFXL1,213
RUNX3,ARRDC1,209
RUNX3,SLC16A13,154
RUNX3,DNAJC10,191
RUNX3,FHIT,205
RUNX3,MAD2L1BP,245
RUNX3,TPP2,169
RUNX3,TNRC6B,320
RUNX3,TMED9,135
RUNX3,ADGRE5,572
RUNX3,ALKBH3,154
RUNX3,BIRC3,267
RUNX3,STK11,312
RUNX3,IFT57,295
RUNX3,TNFAIP8L2,286
RUNX3,TMEM41B,208
RUNX3,SSNA1,182
RUNX3,POLG,213
RUNX3,MTERF1A,322
RUNX3,ANAPC2,182
RUNX3,TIMM13,295
RUNX3,ATP7B,191
RUNX3,ALG11,191
RUNX3,PRDM4,173
RUNX3,ABHD1,503
RUNX3,CDK4,210
RUNX3,SLC35A1,274
RUNX3,RFC4,185
RUNX3,TAX1BP1,241
RUNX3,VPS26C,275
RUNX3,CLNS1A,261
RUNX3,ARF2,314
RUNX3,CLIC4,345
RUNX3,TUT7,181
RUNX3,DAP3,172
RUNX3,HERC2,217
RUNX3,TSC22D4,208
RUNX3,HSPA9,225
RUNX3,PER1,287
RUNX3,OASL1,341
RUNX3,SNRNP200,241
RUNX3,1810024B03RIK,241
RUNX3,GARS,202
RUNX3,PRPF39,251
RUNX3,SF3A2,265
RUNX3,PLEKHJ1,265
RUNX3,GPD2,158
RUNX3,ZW10,188
RUNX3,PGAP2,176
RUNX3,NUP98,176
RUNX3,APOBR,243
RUNX3,FAM214B,175
RUNX3,P4HB,263
RUNX3,MRPL17,244
RUNX3,RPL30,210
RUNX3,USO1,173
RUNX3,G3BP2,173
RUNX3,TRMT112,223
RUNX3,TM9SF1,207
RUNX3,PRDX5,223
RUNX3,FTH1,187
RUNX3,CCDC86,203
RUNX3,RNF44,188
RUNX3,AW549877,203
RUNX3,RASGEF1B,485
RUNX3,1810013L24RIK,281
RUNX3,PPP3R1,186
RUNX3,FZR1,171
RUNX3,DGUOK,160
RUNX3,MED4,268
RUNX3,CREM,141
RUNX3,CMPK2,202
RUNX3,PIK3R2,289
RUNX3,MYL6B,360
RUNX3,RPS2,393
RUNX3,HAT1,307
RUNX3,RANBP6,195
RUNX3,ESYT2,210
RUNX3,ANKS3,211
RUNX3,4930451G09RIK,211
RUNX3,PSMA6,258
RUNX3,RMI1,145
RUNX3,HNRNPK,145
RUNX3,MAPKBP1,211
RUNX3,IFRD1,129
RUNX3,CCNC,176
RUNX3,ZFP13,117
RUNX3,CAMSAP2,179
RUNX3,PARP11,315
RUNX3,2610001J05RIK,182
RUNX3,WDR89,129
RUNX3,NEDD9,133
RUNX3,LENG8,114
RUNX3,RAD21,192
RUNX3,CDC34,176
RUNX3,DUSP5,240
RUNX3,RMDN3,278
RUNX3,GSPT1,252
RUNX3,NCEH1,222
RUNX3,TCP1,294
RUNX3,MRPL18,294
RUNX3,CHEK2,248
RUNX3,GGPS1,148
RUNX3,ARID4B,148
RUNX3,TTC32,181
RUNX3,PPP1CB,163
RUNX3,POLR2J,219
RUNX3,LACTB2,144
RUNX3,TRAPPC5,254
RUNX3,PRADC1,173
RUNX3,CCT7,173
RUNX3,FIGNL1,361
RUNX3,FAM219A,200
RUNX3,DNAIC1,200
RUNX3,TMEM229B,415
RUNX3,UBLCP1,134
RUNX3,RPL37,155
RUNX3,EPRS,163
RUNX3,TRIP4,151
RUNX3,CSNK1G1,151
RUNX3,LY9,140
RUNX3,EHD1,227
RUNX3,TMEM123,183
RUNX3,TTC41,217
RUNX3,LIMK1,114
RUNX3,TMEM129,235
RUNX3,TACC3,235
RUNX3,INTS3,249
RUNX3,SCRN3,146
RUNX3,CIR1,146
RUNX3,KMT5A,379
RUNX3,ETFRF1,212
RUNX3,CNTRL,296
RUNX3,CASC1,212
RUNX3,DHRS7B,216
RUNX3,MTERF1B,290
RUNX3,CUTA,164
RUNX3,MYO9B,311
RUNX3,HAUS8,311
RUNX3,RIPOR2,221
RUNX3,STXBP3,215
RUNX3,POLR2G,354
RUNX3,CSDE1,274
RUNX3,BCL10,307
RUNX3,SFR1,346
RUNX3,DHX16,242
RUNX3,RAE1,195
RUNX3,PCX,235
RUNX3,LIMS1,109
RUNX3,HPS3,192
RUNX3,SDE2,210
RUNX3,LMBR1L,296
RUNX3,TMEM65,170
RUNX3,VIM,395
RUNX3,TRMO,149
RUNX3,NDRG3,186
RUNX3,MPHOSPH10,158
RUNX3,MCEE,158
RUNX3,PNPLA8,222
RUNX3,TMEM60,371
RUNX3,SELENOF,187
RUNX3,PHTF2,371
RUNX3,HS2ST1,187
RUNX3,GUK1,144
RUNX3,QTRT2,207
RUNX3,CCDC191,207
RUNX3,JUND,149
RUNX3,SNX3,201
RUNX3,PPME1,126
RUNX3,CYREN,119
RUNX3,C2CD3,126
RUNX3,PLA2G6,197
RUNX3,IFFO2,142
RUNX3,CDKN2AIPNL,172
RUNX3,HSP90B1,217
RUNX3,DOP1B,218
RUNX3,CSTF2T,342
RUNX3,NMT2,177
RUNX3,ING1,153
RUNX3,ENTPD7,301
RUNX3,POLD2,135
RUNX3,NIT2,265
RUNX3,TXNDC12,158
RUNX3,BTF3L4,158
RUNX3,RANGAP1,204
RUNX3,GXYLT1,226
RUNX3,RCHY1,392
RUNX3,YWHAQ,213
RUNX3,AKAP13,232
RUNX3,ZFP637,298
RUNX3,ZFP513,306
RUNX3,USP48,147
RUNX3,TSPYL1,166
RUNX3,TMEM203,280
RUNX3,NDOR1,280
RUNX3,VCPKMT,132
RUNX3,ADAT1,213
RUNX3,XRN2,132
RUNX3,ADAM1B,162
RUNX3,TRDMT1,265
RUNX3,TRPS1,580
RUNX3,EIF4A1,170
RUNX3,SIRT6,109
RUNX3,ANKRD24,109
RUNX3,SMNDC1,192
RUNX3,ELAC2,109
RUNX3,A130010J15RIK,273
RUNX3,ODF2L,356
RUNX3,SLX1B,225
RUNX3,BOLA2,225
RUNX3,METAP1,192
RUNX3,RHOQ,144
RUNX3,PIGT,142
RUNX3,SRRM2,209
RUNX3,IFT46,186
RUNX3,B230307C23RIK,206
RUNX3,IFT172,132
RUNX3,DCAF12,214
RUNX3,PCNA,204
RUNX3,KDM3A,162
RUNX3,TNRC6A,243
RUNX3,ARL6IP1,272
RUNX3,ASXL2,158
RUNX3,SUPT20,180
RUNX3,MYH9,160
RUNX3,ANO10,181
RUNX3,ROCK1,130
RUNX3,EXOSC4,207
RUNX3,LAP3,210
RUNX3,XPO6,158
RUNX3,SHPK,146
RUNX3,CTNS,146
RUNX3,LGMN,155
RUNX3,PPP2R5C,381
RUNX3,NME1,223
RUNX3,CDIP1,171
RUNX3,ACP5,127
RUNX3,ZFP868,160
RUNX3,CPNE3,296
RUNX3,MBTPS1,193
RUNX3,FAM160A2,340
RUNX3,TOPBP1,135
RUNX3,DEF6,118
RUNX3,SLC31A1,139
RUNX3,FKBP15,139
RUNX3,WASHC4,124
RUNX3,DYNC1I2,208
RUNX3,ZFAND5,150
RUNX3,GATAD2A,161
RUNX3,EMC7,170
RUNX3,CCNH,181
RUNX3,ATP6V0A2,270
RUNX3,ARID1B,133
RUNX3,VDAC2,142
RUNX3,NSD3,134
RUNX3,EIF4A2,268
RUNX3,MAP9,198
RUNX3,TRAF5,180
RUNX3,HIST1H2BE,204
RUNX3,HIST1H1E,204
RUNX3,PDXDC1,181
RUNX3,MPV17L,181
RUNX3,GEMIN4,144
RUNX3,ERLIN2,238
RUNX3,DBIL5,144
RUNX3,NUS1,163
RUNX3,TNPO3,223
RUNX3,SLC26A11,167
RUNX3,SGSH,167
RUNX3,ASCC3,151
RUNX3,ST8SIA4,101
RUNX3,SNX14,224
RUNX3,LANCL2,131
RUNX3,ZFP207,260
RUNX3,CD164,150
RUNX3,EDRF1,122
RUNX3,ARIH1,158
RUNX3,ASCC1,197
RUNX3,ANAPC16,197
RUNX3,TBP,181
RUNX3,SSPN,202
RUNX3,ING3,290
RUNX3,RALBP1,353
RUNX3,INPP5K,203
RUNX3,COLGALT1,177
RUNX3,TRA2B,159
RUNX3,ESCO1,135
RUNX3,RFK,131
RUNX3,IQCE,218
RUNX3,SNRPE,146
RUNX3,VKORC1L1,148
RUNX3,PAN3,135
RUNX3,TMEM30A,107
RUNX3,DTYMK,192
RUNX3,ARRDC2,163
RUNX3,EPG5,224
RUNX3,EAPP,214
RUNX3,TTC9C,169
RUNX3,HNRNPUL2,169
RUNX3,ZC3H6,173
RUNX3,RASSF5,197
RUNX3,ANKRD10,101
RUNX3,TGFBR1,290
RUNX3,RABL3,223
RUNX3,GTF2E1,223
RUNX3,MYO1F,269
RUNX3,RPL19,156
RUNX3,MINDY2,320
RUNX3,RGS18,312
RUNX3,SLC2A3,383
RUNX3,CYP20A1,248
RUNX3,ARMC9,127
RUNX3,SLAIN2,262
RUNX3,ZZEF1,169
RUNX3,PPP1R10,124
RUNX3,MRPS18B,124
RUNX3,CYB5D2,169
RUNX3,ATG7,202
RUNX3,ERCC3,126
RUNX3,CCDC138,171
RUNX3,ATG10,178
RUNX3,AP1S2,115
RUNX3,CASP2,228
RUNX3,ZFP148,183
RUNX3,KIFAP3,221
RUNX3,IFT140,149
RUNX3,CRAMP1L,149
RUNX3,DDX11,135
RUNX3,ITSN1,140
RUNX3,CRYZL1,140
RUNX3,PTGR2,287
RUNX3,KLF13,237
RUNX3,ZFP687,159
RUNX3,WRN,144
RUNX3,PURG,144
RUNX3,RBM27,154
RUNX3,ATF4,194
RUNX3,RAB14,206
RUNX3,MGAT1,154
RUNX3,COQ5,199
RUNX3,SETDB2,151
RUNX3,GM45935,151
RUNX3,FAM90A1B,169
RUNX3,CAB39L,151
RUNX3,APOO,169
RUNX3,POLN,120
RUNX3,HAUS3,120
RUNX3,FLT3L,163
RUNX3,UBC,198
RUNX3,NPAT,137
RUNX3,NCOA5,126
RUNX3,ATM,137
RUNX3,PIGG,203
RUNX3,TMEM183A,164
RUNX3,ADCY7,129
RUNX3,SLC25A4,109
RUNX3,KAT7,119
RUNX3,NOP14,135
RUNX3,GRK4,135
RUNX3,MTMR2,127
RUNX3,NFE2,106
RUNX3,STAT1,179
RUNX3,EEF2K,161
RUNX3,UVRAG,207
RUNX3,LIMD2,270
RUNX3,RANBP2,140
RUNX3,RSBN1,138
RUNX3,IL3RA,288
RUNX3,CCDC124,219
RUNX3,AURKAIP1,129
RUNX3,NOD1,183
RUNX3,SLC33A1,154
RUNX3,PPDPF,154
RUNX3,KLF11,164
RUNX3,SNX17,116
RUNX3,EIF2B4,116
RUNX3,C2CD2,159
RUNX3,MEX3B,187
RUNX3,LRRC61,231
RUNX3,POC1A,175
RUNX3,LRRK1,538
RUNX3,B4GAT1,149
RUNX3,TENT4A,219
RUNX3,KLF2,181
RUNX3,GTF2A1,127
RUNX3,RBM12B2,175
RUNX3,TOR2A,163
RUNX3,POR,250
RUNX3,POU2F2,116
RUNX3,ZFP319,167
RUNX3,USB1,167
RUNX3,FAM161B,243
RUNX3,COQ6,243
RUNX3,CEP120,133
RUNX3,ANKRD42,142
RUNX3,LMF1,113
RUNX3,VPS35,145
RUNX3,ORC6,145
RUNX3,RFX5,454
RUNX3,SON,124
RUNX3,GART,124
RUNX3,PKM,403
RUNX3,PCF11,235
RUNX3,SCPEP1,220
RUNX3,PYGO2,254
RUNX3,USF1,112
RUNX3,SNX1,137
RUNX3,ABLIM2,196
RUNX3,MON1B,101
RUNX3,TTC21A,192
RUNX3,RPL13A,159
RUNX3,OST4,158
RUNX3,INCENP,233
RUNX3,TBC1D14,198
RUNX3,TARDBP,121
RUNX3,AXIN1,192
RUNX3,MRPL4,152
RUNX3,TMX4,189
RUNX3,MARS2,185
RUNX3,PRPF8,144
RUNX3,POLD3,103
RUNX3,DHX30,120
RUNX3,KBTBD3,168
RUNX3,CEP72,214
RUNX3,AASDHPPT,168
RUNX3,GK5,234
RUNX3,LY96,280
RUNX3,DPAGT1,136
RUNX3,EIF4G2,148
RUNX3,UNC50,168
RUNX3,COA5,168
RUNX3,TYK2,113
RUNX3,SRD5A1,158
RUNX3,NSUN2,158
RUNX3,LRIG2,133
RUNX3,TMEM161B,135
RUNX3,RNF141,146
RUNX3,DARS2,231
RUNX3,BAMBI,135
RUNX3,TTC5,192
RUNX3,RPL10A,171
RUNX3,NGDN,207
RUNX3,TSFM,199
RUNX3,GLRX5,190
RUNX3,MTF2,229
RUNX3,DIAPH1,258
RUNX3,API5,142
RUNX3,NARS,192
RUNX3,ADD3,141
RUNX3,OSTC,144
RUNX3,NOP56,175
RUNX3,TRIM41,120
RUNX3,CCDC130,154
RUNX3,RNF149,273
RUNX3,SH3BP5,204
RUNX3,NEMP2,140
RUNX3,RLF,156
RUNX3,OSER1,138
RUNX3,MAX,135
RUNX3,TIAL1,232
RUNX3,AGFG2,144
RUNX3,SNRPD3,160
RUNX3,RTN4,310
RUNX3,GUCD1,160
RUNX3,PNRC2,177
RUNX3,MAPK6,175
RUNX3,KCTD12,334
RUNX3,DOHH,171
RUNX3,ERGIC2,139
RUNX3,ARHGAP45,134
RUNX3,U2AF1,126
RUNX3,FANCA,188
RUNX3,CIC,242
RUNX3,ATP2A3,224
RUNX3,PTCD2,122
RUNX3,MRPS27,122
RUNX3,SESN2,142
RUNX3,MED31,195
RUNX3,4930563E22RIK,195
RUNX3,PAXX,188
RUNX3,WBP2,219
RUNX3,POLR3K,127
RUNX3,NSMCE1,118
RUNX3,PRAMEF8,278
RUNX3,BOD1L,186
RUNX3,ELL,183
RUNX3,RPL15,163
RUNX3,NKIRAS1,163
RUNX3,ITGB1BP1,130
RUNX3,CPSF3,130
RUNX3,ACAT1,154
RUNX3,PPP3CA,147
RUNX3,EEF1G,190
RUNX3,CDC45,152
RUNX3,MCM6,161
RUNX3,TRAPPC3,142
RUNX3,RHBDD2,161
RUNX3,SHLD1,233
RUNX3,CLCN4,178
RUNX3,ACYP1,230
RUNX3,TOM1,134
RUNX3,TMEM266,201
RUNX3,CALR,111
RUNX3,RPL36AL,157
RUNX3,MGAT2,157
RUNX3,CDKN2AIP,134
RUNX3,RGS1,146
RUNX3,RBM25,134
RUNX3,CFAP20,136
RUNX3,MESD,197
RUNX3,AMZ2,171
RUNX3,ATP6V0A1,214
RUNX3,LONP2,211
RUNX3,XPC,175
RUNX3,SPINK10,145
RUNX3,LSM3,175
RUNX3,FBXO38,145
RUNX3,MTMR3,210
RUNX3,BCL2L11,132
RUNX3,TBC1D23,113
RUNX3,HSD17B12,205
RUNX3,RNF169,177
RUNX3,PPP1R15B,154
RUNX3,PIM3,122
RUNX3,TACO1,180
RUNX3,POLQ,191
RUNX3,DCAF1,262
RUNX3,CLK4,117
RUNX3,BC049762,117
RUNX3,ATR,146
RUNX3,1700065D16RIK,146
RUNX3,CEBPD,255
RUNX3,ARID5A,261
RUNX3,ZFP623,226
RUNX3,ZFP36L1,251
RUNX3,USP22,202
RUNX3,UBOX5,204
RUNX3,FASTKD5,204
RUNX3,ARFGAP2,288
RUNX3,B3GNTL1,113
RUNX3,FANCC,142
RUNX3,SSR1,130
RUNX3,POLM,375
RUNX3,MTDH,199
RUNX3,CEP63,126
RUNX3,ANAPC13,126
RUNX3,RWDD2A,183
RUNX3,PGM3,183
RUNX3,RPS14,158
RUNX3,KDM8,136
RUNX3,CNOT1,236
RUNX3,CD300LF,499
RUNX3,ZFP672,107
RUNX3,SF3B2,160
RUNX3,ITGAM,152
RUNX3,SIRT2,252
RUNX3,NFKBIB,252
RUNX3,AVPI1,315
RUNX3,VAMP1,216
RUNX3,OXA1L,117
RUNX3,ZFP62,120
RUNX3,TTC7,212
RUNX3,INTS10,207
RUNX3,FAM120B,178
RUNX3,DDHD2,148
RUNX3,POP4,239
RUNX3,ACTR3,117
RUNX3,POLG2,116
RUNX3,NFKBIE,145
RUNX3,EIF2B5,135
RUNX3,TUBB4B,158
RUNX3,TCIRG1,210
RUNX3,POLE4,171
RUNX3,ADPRHL2,102
RUNX3,GTPBP10,186
RUNX3,ZFP658,172
RUNX3,HAUS1,313
RUNX3,RAB30,180
RUNX3,ZDHHC16,126
RUNX3,FANCG,138
RUNX3,EXOSC1,126
RUNX3,PWWP2A,201
RUNX3,GNPAT,123
RUNX3,2810004N23RIK,123
RUNX3,DENND4A,190
RUNX3,YPEL3,121
RUNX3,EIF2S1,197
RUNX3,ATP6V1D,197
RUNX3,ELMOD2,184
RUNX3,CWC27,130
RUNX3,POLDIP3,132
RUNX3,1810055G02RIK,243
RUNX3,ELOC,180
RUNX3,ZRANB3,166
RUNX3,R3HDM1,166
RUNX3,CAP1,146
RUNX3,LACTB,238
RUNX3,PRDX6,190
RUNX3,IBTK,178
RUNX3,AP5S1,176
RUNX3,AW209491,145
RUNX3,SKIL,434
RUNX3,RBM19,182
RUNX3,RAB3GAP2,135
RUNX3,LCA5,201
RUNX3,WDR36,120
RUNX3,PHLDB3,134
RUNX3,PRPF38A,173
RUNX3,PEX19,221
RUNX3,ORC1,173
RUNX3,YIF1B,126
RUNX3,RBBP5,175
RUNX3,TMEM184C,139
RUNX3,SEPT7,117
RUNX3,COMMD6,210
RUNX3,CCDC61,118
RUNX3,NUP107,158
RUNX3,LSM2,215
RUNX3,XRCC4,154
RUNX3,TMEM167,154
RUNX3,SLC9A5,162
RUNX3,MRPL40,177
RUNX3,HIRA,177
RUNX3,FHOD1,162
RUNX3,GLE1,104
RUNX3,HECTD1,120
RUNX3,PRRC2C,102
RUNX3,DEAF1,170
RUNX3,PGLS,176
RUNX3,NELFA,149
RUNX3,SLC26A6,198
RUNX3,PPP2R3D,155
RUNX3,PCMT1,181
RUNX3,LATS1,181
RUNX3,EXD1,138
RUNX3,CHP1,138
RUNX3,TATDN2,170
RUNX3,MOB1A,122
RUNX3,PIGL,132
RUNX3,NCOR1,132
RUNX3,EGR2,211
RUNX3,TIGD2,136
RUNX3,ZFP869,109
RUNX3,LRIF1,158
RUNX3,D8ERTD738E,172
RUNX3,PLEKHF2,199
RUNX3,DDX23,219
RUNX3,OXCT1,178
RUNX3,LONP1,152
RUNX3,CATSPERD,152
RUNX3,SMIM14,164
RUNX3,ATP5A1,313
RUNX3,AP3M1,180
RUNX3,ADK,180
RUNX3,ACTR2,102
